femaDeclarationString,disasterNumber,state,declarationType,declarationDate,fyDeclared,declarationTitle,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,incidentBeginDate,incidentEndDate,tribalRequest,fipsStateCode,fipsCountyCode,placeCode,designatedArea,declarationRequestNumber,lastRefresh,hash,id,Duration_of_Incident,Declared_Programs_Count,Time Since Last Disaster
DR-4444-ND,1.8197846583725048,ND,DR,2019-06-12 00:00:00+00:00,1.5029685772428893,FLOODING,-0.24985132321016273,-1.2434583040004594,0.2702932606585039,1.5802102958962014,2019-03-21 00:00:00+00:00,2019-04-28 00:00:00+00:00,-0.028984492614110943,0.3597268447077309,-0.9755992105699276,0.1526330630276232,Barnes (County),-1.2651773380952152,2023-05-22T03:41:22.800Z,d2b09b84ae079c6aaa27bf69445a1a052bece24a,361608fb-4751-49d3-98c6-8da6de0249af,38,2,0.0
DR-979-CA,-0.40206903244897485,CA,DR,1993-02-03 00:00:00+00:00,0.0758234216475216,"SEVERE WINTER STORM, MUD & LAND SLIDES, & FLOODING",-0.24985132321016273,0.8042087111266986,0.2702932606585039,-0.6328271639521621,1993-01-05 00:00:00+00:00,1993-03-20 00:00:00+00:00,-0.028984492614110943,-1.6157796509082776,0.05133953626373995,0.15964357848791375,Sierra (County),1.0280972161234223,2023-05-22T03:41:22.800Z,886240b5074c67883667312338f938cf1052a4bd,73886a4d-8be9-482b-a868-a8d3e4f50a02,74,2,0.0
DR-713-MO,-0.5726355784110279,MO,DR,1984-06-21 00:00:00+00:00,-0.41818836298164414,SEVERE STORMS & FLOODING,-0.24985132321016273,-1.2434583040004594,0.2702932606585039,-0.6328271639521621,1984-06-06 00:00:00+00:00,1984-06-16 00:00:00+00:00,-0.028984492614110943,-0.19588435718427147,0.19137663810469463,0.16059955786886243,Knox (County),0.750381952825275,2023-05-22T03:41:22.800Z,488cb344d4feb76d576b33028fed7123de45141a,9934bf8b-1411-4520-b621-beea9ebf2233,10,1,0.0
DR-1755-ME,0.09552359787641279,ME,DR,2008-05-09 00:00:00+00:00,0.8991763960294645,SEVERE STORMS AND FLOODING,-0.24985132321016273,-1.2434583040004594,0.2702932606585039,1.5802102958962014,2008-04-28 00:00:00+00:00,2008-05-14 00:00:00+00:00,-0.028984492614110943,-0.566291825112273,-0.8589016257024654,0.15342971251174714,Knox (County),-1.6052064749398323,2023-05-22T03:41:22.800Z,1d99d7290ccea6195b2d7712326971ef8536c566,650446de-22f6-4e62-8e64-fa0c75e169f3,16,2,0.0
DR-4011-UT,1.5421331004718697,UT,DR,2011-08-08 00:00:00+00:00,1.063846990905853,FLOODING,-0.24985132321016273,-1.2434583040004594,0.2702932606585039,1.5802102958962014,2011-04-18 00:00:00+00:00,2011-07-16 00:00:00+00:00,-0.028984492614110943,1.0388072025757338,-0.4387903201796014,0.15629765065459325,Utah (County),-1.508697475760648,2023-05-22T03:41:22.800Z,38b5442788279ab8ffb83a282bbd16c210efde39,3e866f7b-4064-46f7-8fe6-df6fd68a0a48,89,2,0.0
DR-4182-MN,1.6517830228760466,MN,DR,2014-07-21 00:00:00+00:00,1.2285175857822417,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",-0.24985132321016273,-1.2434583040004594,0.2702932606585039,1.5802102958962014,2014-06-11 00:00:00+00:00,2014-07-11 00:00:00+00:00,-0.028984492614110943,-0.319353513160272,-0.08869756557721471,0.15868759910696503,Le Sueur (County),-1.4198149506573003,2023-05-22T03:41:22.800Z,7c1a4cb6076d841206558291ada7e5d503c20400,93f2db11-6933-4798-9863-f1dce8bb99a0,30,2,0.0
DR-4421-IA,1.8050364231953349,IA,DR,2019-03-23 00:00:00+00:00,1.5029685772428893,SEVERE STORMS AND FLOODING,-0.24985132321016273,-1.2434583040004594,0.2702932606585039,1.5802102958962014,2019-03-12 00:00:00+00:00,2019-06-15 00:00:00+00:00,-0.028984492614110943,-0.8132301370642742,0.6348274606010511,0.16362682590853336,O'Brien (County),-1.2658593804922411,2023-05-22T03:41:22.800Z,b7c6ae9b6c9aa5235535487a05dca8425a39d38f,aafcca04-82eb-406a-ad28-d5e87f2658a2,95,2,0.0
DR-865-AR,-0.4751689807184261,AR,DR,1990-05-15 00:00:00+00:00,-0.08884717322886698,SEVERE STORMS & FLOODING,-0.24985132321016273,0.8042087111266986,0.2702932606585039,-0.6328271639521621,1990-05-01 00:00:00+00:00,1990-06-03 00:00:00+00:00,-0.028984492614110943,-1.6775142288962779,0.5881484266540662,0.16330816611488377,Stone (County),0.9354944597635689,2023-05-22T03:41:22.800Z,1da00e65fb5179fba960fe4dd892a45b80179bdc,5ccfaf8a-ca1b-45b6-8afa-c463b2802738,33,2,0.0
DR-283-CA,-0.8483634534624669,CA,DR,1970-02-16 00:00:00+00:00,-1.1866511390714576,SEVERE STORMS & FLOODING,-0.24985132321016273,0.8042087111266986,0.2702932606585039,-0.6328271639521621,1970-02-16 00:00:00+00:00,1970-02-16 00:00:00+00:00,-0.028984492614110943,-1.6157796509082776,-0.6021669389940485,0.15518234137681977,Lassen (County),0.3152389035226632,2023-05-22T03:41:22.800Z,718f8ff3d4d9c533755e0fc7a0603ac2404e9f70,d01ad60d-6b36-4d5c-8dcf-32809497b2b6,0,2,0.0
DR-4121-MI,1.6126681382757262,MI,DR,2013-06-18 00:00:00+00:00,1.1736273874901122,FLOODING,-0.24985132321016273,-1.2434583040004594,0.2702932606585039,1.5802102958962014,2013-04-16 00:00:00+00:00,2013-05-14 00:00:00+00:00,-0.028984492614110943,-0.3810880911482723,-0.9522596935964351,0.152792392924448,Allegan (County),-1.4511889009204981,2023-05-22T03:41:22.800Z,163f54cca8396c03c78f2e9350b280cafb01998e,1d80ec1f-dcea-42a1-8898-be6f793444b4,28,2,0.0
DR-386-IA,-0.7823170089734013,IA,DR,1973-05-23 00:00:00+00:00,-1.021980544195069,SEVERE STORMS & FLOODING,-0.24985132321016273,0.8042087111266986,0.2702932606585039,-0.6328271639521621,1973-05-23 00:00:00+00:00,1973-05-23 00:00:00+00:00,-0.028984492614110943,-0.8132301370642742,0.23805567205167952,0.16091821766251202,Keokuk (County),0.4092367466037061,2023-05-22T03:41:22.800Z,13d43cd88d686cc29dd5937f7f3f6af02eab57a0,49cacb34-f51b-45a5-b147-2710b6fbe870,0,2,0.0
DR-378-KS,-0.7874468299045908,KS,DR,1973-05-02 00:00:00+00:00,-1.021980544195069,SEVERE STORMS & FLOODING,-0.24985132321016273,-1.2434583040004594,0.2702932606585039,-0.6328271639521621,1973-05-02 00:00:00+00:00,1973-05-02 00:00:00+00:00,-0.028984492614110943,-0.7514955590762739,-0.7188645238615108,0.15438569189269583,Clark (County),0.4091437408222935,2023-05-22T03:41:22.800Z,e83518310e95c32ae7c4d57d09aa7fd3a3560d62,0cba372a-2559-4196-bd31-396b565d90e7,0,1,0.0
DR-459-TN,-0.7355073929762965,TN,DR,1975-03-22 00:00:00+00:00,-0.9122001476108099,SEVERE STORMS & FLOODING,-0.24985132321016273,0.8042087111266986,0.2702932606585039,-0.6328271639521621,1975-03-22 00:00:00+00:00,1975-03-22 00:00:00+00:00,-0.028984492614110943,0.9153380465997334,0.4947903587600964,0.16267084652758465,Morgan (County),0.4719846471301016,2023-05-22T03:41:22.800Z,abea041cbd1e2f7849ecad86a47435ea0d6f2966,086dbc1f-2b17-4dcb-aef4-463aefcd99de,0,2,0.0
DR-4317-MO,1.7383487510898705,MO,DR,2017-06-02 00:00:00+00:00,1.3931881806586301,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS AND FLOODING",-0.24985132321016273,-1.2434583040004594,0.2702932606585039,1.5802102958962014,2017-04-28 00:00:00+00:00,2017-05-11 00:00:00+00:00,-0.028984492614110943,-0.19588435718427147,-0.41545080320610894,0.15645698055141805,Cole (County),-1.3267161634632463,2023-05-22T03:41:22.800Z,7a98f3046bba04e737a6884847605fe193803934,a8a6a0d0-be64-4359-8635-048dcddb1223,13,2,0.0
DR-1370-MN,-0.15134903443708494,MN,DR,2001-05-16 00:00:00+00:00,0.5149450079845578,"SEVERE WINTER STORMS, FLOODING, AND TORNADOES",-0.24985132321016273,0.8042087111266986,0.2702932606585039,-0.6328271639521621,2001-03-23 00:00:00+00:00,2001-07-03 00:00:00+00:00,-0.028984492614110943,-0.319353513160272,-0.9989387275434201,0.15247373313079843,Aitkin (County),-1.822653991882588,2023-05-22T03:41:22.800Z,4e01ed11bb7e5598b1e4f1cbaf66778f4c6cc561,2f66e2af-a491-4112-b654-cf530d89b0b3,102,2,0.0
DR-447-NY,-0.7432021243730809,NY,DR,1974-07-23 00:00:00+00:00,-0.9670903459029394,SEVERE STORMS & FLOODING,-0.24985132321016273,0.8042087111266986,0.2702932606585039,-0.6328271639521621,1974-07-23 00:00:00+00:00,1974-07-23 00:00:00+00:00,-0.028984492614110943,0.2362576887317304,-0.5088088711000788,0.1558196609641189,Herkimer (County),0.4702175372832614,2023-05-22T03:41:22.800Z,4908bd342b355e3c583e764f985b929137d64429,a5d4df43-0b58-4915-985f-7d3266967272,0,2,368.0
DR-4268-MS,1.7069285978863344,MS,DR,2016-03-25 00:00:00+00:00,1.3382979823665007,SEVERE STORMS AND FLOODING,-0.24985132321016273,-1.2434583040004594,0.2702932606585039,1.5802102958962014,2016-03-09 00:00:00+00:00,2016-03-29 00:00:00+00:00,-0.028984492614110943,-0.25761893517227175,-0.7655435578084956,0.15406703209904626,Claiborne (County),-1.358152117580719,2023-05-22T03:41:22.800Z,b33e5474b95568b9c041d192377bb8fa0ae034ef,b7bb7cca-2af3-468c-bb1e-6435617b476f,20,2,0.0
DR-517-CO,-0.6983161912251722,CO,DR,1976-08-02 00:00:00+00:00,-0.8573099493186803,SEVERE STORMS & FLASH FLOODING,-0.24985132321016273,0.8042087111266986,0.2702932606585039,-0.6328271639521621,1976-08-02 00:00:00+00:00,1976-08-02 00:00:00+00:00,-0.028984492614110943,-1.4923104949322772,0.4247718078396191,0.1621928568371103,Weld (County),0.5030795800490614,2023-05-22T03:41:22.800Z,31df126e0c32cbcb265e515382c32436a567a2eb,94fd5288-a50f-4ad1-8a08-19503fcc7954,0,2,1123.0
DR-339-VA,-0.8124547069441399,VA,DR,1972-06-23 00:00:00+00:00,-1.0768707424871984,TROPICAL STORM AGNES,-0.24985132321016273,0.8042087111266986,0.2702932606585039,-0.6328271639521621,1972-06-23 00:00:00+00:00,1972-06-23 00:00:00+00:00,-0.028984492614110943,1.1622763585517344,-0.48546935412658626,0.1559789908609437,Craig (County),0.37801780597619616,2023-05-22T03:41:22.800Z,5c7e7a03b086ac2426ec026b38bc8c8afdd424c1,6a8e1072-ce10-411d-9f73-f528a6d0a463,0,2,0.0
DR-185-WA,-0.911203759869539,WA,DR,1964-12-29 00:00:00+00:00,-1.4611021305321052,HEAVY RAINS & FLOODING,-0.24985132321016273,0.8042087111266986,0.2702932606585039,-0.6328271639521621,1964-12-29 00:00:00+00:00,1964-12-29 00:00:00+00:00,-0.028984492614110943,1.285745514527735,-0.6955250068880183,0.15454502178952062,Grays Harbor (County),0.12990938309440636,2023-05-22T03:41:22.800Z,a8b397fe45863b006893cb08431b1646ce5ffcce,8ac498fe-4c76-40d8-8c4e-d01e69fc544a,0,2,0.0
DR-228-NE,-0.8836309723643951,NE,DR,1967-07-18 00:00:00+00:00,-1.351321733947846,SEVERE STORMS & FLOODING,-0.24985132321016273,0.8042087111266986,0.2702932606585039,-0.6328271639521621,1967-07-18 00:00:00+00:00,1967-07-18 00:00:00+00:00,-0.028984492614110943,-0.07241520120827094,0.6114879436275586,0.16346749601170857,Pierce (County),0.22260514523567232,2023-05-22T03:41:22.800Z,3ac9b7d49c63f0d0f5942d0195d790e0285acf7a,2733d36a-0fe5-49df-ab46-fa066b5f6df1,0,2,0.0
DR-374-LA,-0.7900117403701856,LA,DR,1973-04-27 00:00:00+00:00,-1.021980544195069,SEVERE STORMS & FLOODING,-0.24985132321016273,0.8042087111266986,0.2702932606585039,-0.6328271639521621,1973-04-27 00:00:00+00:00,1973-04-27 00:00:00+00:00,-0.028984492614110943,-0.6280264031002734,-0.46212983715309386,0.15613832075776848,Iberville (Parish),0.4089887311866058,2023-05-22T03:41:22.800Z,d171a7c8ce81ad2102dc2397bc9dbad63e6823a6,1015d79e-7c1b-41bc-b802-007cdd598d25,0,2,0.0
DR-483-PR,-0.7201179301827277,PR,DR,1975-09-19 00:00:00+00:00,-0.9122001476108099,TROPICAL STORM ELIOISE,-0.24985132321016273,0.8042087111266986,0.2702932606585039,-0.6328271639521621,1975-09-19 00:00:00+00:00,1975-09-19 00:00:00+00:00,-0.028984492614110943,2.45870249629974,0.5648089096805737,0.163148836218059,Toa Alta (Municipio),0.5014364779107714,2023-05-22T03:41:22.800Z,ce322aca05cc5686a044c3a370fa5b61590fb2d4,15a5ef56-04e8-4a30-9f04-896f8b58599a,0,2,0.0
DR-4711-KY,1.9909924319509564,KY,DR,2023-05-09 00:00:00+00:00,1.7225293704114073,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",-0.24985132321016273,-1.2434583040004594,0.2702932606585039,1.5802102958962014,2023-02-15 00:00:00+00:00,2023-02-20 00:00:00+00:00,-0.028984492614110943,-0.6897609810882737,1.2416549019118546,0.16776940322597775,Perry (County),-1.1413246391807144,2023-05-22T03:41:22.800Z,8684e6350e50061854075d3120c239c3177b653e,74f18476-ed17-4c44-baf2-cc8654986db1,5,2,0.0
DR-4218-KY,1.6748672170663996,KY,DR,2015-05-12 00:00:00+00:00,1.2834077840743712,"SEVERE WINTER STORM, SNOWSTORM, FLOODING, LANDSLIDES, AND MUDSLIDES",-0.24985132321016273,-1.2434583040004594,0.2702932606585039,1.5802102958962014,2015-03-03 00:00:00+00:00,2015-03-09 00:00:00+00:00,-0.028984492614110943,-0.6897609810882737,-0.1820556334711845,0.15805027951966588,Floyd (County),-1.3897120794067421,2023-05-22T03:41:22.800Z,9febba5ce3e0d514a7b8bec32812038f21b4263c,adc625be-bdaf-4819-8e56-70d51cf7a27a,6,2,11.0
